lat,long
41.89517,-87.67882
41.89455,-87.67971
41.97672,-87.65652
41.97658,-87.65765
41.88253,-87.71018
41.78295,-87.60731
41.78174,-87.60638
41.84621,-87.63469
41.96031,-87.72267
41.91453,-87.68518
41.93307,-87.71229
41.9228,-87.64601
41.78224,-87.59967
41.94873,-87.70639
41.91717,-87.6366
41.99652,-87.6638
41.93405,-87.72993
41.848,-87.61823
41.95339,-87.66741
41.93908,-87.66075
41.90742,-87.62959
41.82978,-87.60254
41.89299,-87.66199
41.97368,-87.67805
41.8246,-87.60541
41.91066,-87.68006
41.92847,-87.65325
41.84618,-87.63391
41.98891,-87.66084
41.88422,-87.70884
41.86919,-87.68421
41.8148,-87.59917
41.89404,-87.61599
41.90678,-87.67457
41.91642,-87.67921
41.91071,-87.70367
41.98305,-87.67286
41.92836,-87.71609
41.94596,-87.65685
41.996,-87.69204
41.89446,-87.67995
41.89471,-87.68088
41.8959,-87.66574
41.95345,-87.65493
41.89452,-87.66561
41.90087,-87.68122
41.98691,-87.66439
41.9219,-87.716
41.79092,-87.73766
41.896,-87.6313
41.93158,-87.71955
41.9168,-87.63941
41.89326,-87.619
41.89625,-87.63626
41.8994,-87.62189
41.87864,-87.68502
41.8726,-87.68648
41.93227,-87.63982
41.96917,-87.77022
41.8962,-87.63212
41.89714,-87.63282
41.89722,-87.632
41.95006,-87.66292
41.92922,-87.65682
41.94093,-87.72193
41.80199,-87.60465
41.98285,-87.67258
41.89215,-87.66857
41.93965,-87.67082
41.89772,-87.68317
41.91049,-87.70405
41.94314,-87.82282
41.91902,-87.7096
41.84922,-87.68399
41.88858,-87.64285
