lat,long
41.94073,-87.64822
41.9749,-87.69006
41.89372,-87.67255
41.80106,-87.60323
41.87977,-87.68275
41.93131,-87.65081
41.85523,-87.67427
41.94625,-87.65538
41.94038,-87.72499
41.9396,-87.72553
41.88621,-87.70364
41.7425,-87.71208
41.90235,-87.67933
41.92845,-87.65206
41.94512,-87.65482
41.75368,-87.72966
41.91847,-87.70622
41.91878,-87.70774
41.89195,-87.62805
41.917,-87.70702
41.85692,-87.69476
41.90909,-87.69155
41.98562,-87.66175
41.778,-87.58836
41.77675,-87.58826
41.77653,-87.58741
41.85613,-87.67299
41.91171,-87.63927
41.93602,-87.6559
41.94459,-87.65068
41.98715,-87.66262
41.85446,-87.67251
41.94689,-87.65455
41.81602,-87.60759
41.89972,-87.68054
41.91564,-87.6879
41.98016,-87.67023
41.88687,-87.70817
41.89466,-87.61586
41.94292,-87.67334
41.92497,-87.69617
41.88402,-87.7091
41.89852,-87.63106
41.88733,-87.61878
41.88646,-87.61662
41.92568,-87.66604
41.89328,-87.61894
41.97613,-87.68524
41.95403,-87.65072
41.97666,-87.68768
41.88485,-87.77445
41.92073,-87.68259
41.95848,-87.64864
42.00119,-87.66116
42.00156,-87.66227
42.00102,-87.66208
42.00095,-87.66219
42.00154,-87.66161
41.83433,-87.61726
41.88935,-87.62724
41.83662,-87.61352
41.9491,-87.65358
41.88551,-87.62352
41.94704,-87.71354
41.89348,-87.62569
41.92931,-87.70265
41.81306,-87.59964
41.84794,-87.63255
42.01931,-87.66658
41.92493,-87.71712
41.94497,-87.64755
41.99071,-87.6556
41.90758,-87.6714
41.88643,-87.70265
41.90459,-87.63306
41.91604,-87.68284
41.94105,-87.64896
41.91582,-87.69623
41.88617,-87.6161
41.88596,-87.61768
41.88469,-87.63625
41.85747,-87.67962
41.94002,-87.65479
41.88549,-87.63541
41.88033,-87.68667
41.85919,-87.64424
41.95301,-87.65458
41.8595,-87.65737
41.98396,-87.67139
41.928,-87.66358
41.8534,-87.63681
41.88743,-87.61642
41.90736,-87.68423
41.88625,-87.61672
41.88111,-87.68242
41.90205,-87.69812
41.89361,-87.66177
41.90704,-87.68529
41.86887,-87.66174
41.83515,-87.63709
41.88729,-87.61768
41.91248,-87.69336
41.83654,-87.66559
41.95143,-87.65936
41.95142,-87.65991
41.97942,-87.6727
41.84007,-87.70975
41.92042,-87.71085
41.88809,-87.64274
41.81174,-87.62337
41.92645,-87.71108
41.91601,-87.69838
41.91031,-87.69356
41.92263,-87.71799
41.93953,-87.65486
41.80036,-87.60606
41.88792,-87.63296
41.89551,-87.63381
41.88862,-87.63385
41.88568,-87.63095
41.88724,-87.63114
41.88582,-87.61943
41.88641,-87.62059
41.87629,-87.66179
41.95385,-87.77997
41.89606,-87.66201
41.95297,-87.67502
41.98324,-87.80447
41.88966,-87.77417
41.88788,-87.61566
41.90287,-87.63368
41.91876,-87.64187
41.92237,-87.71524
41.95928,-87.71088
41.8941,-87.66071
41.9446,-87.64806
41.94517,-87.68207
41.99078,-87.65681
41.88842,-87.6334
41.95258,-87.66299
41.95539,-87.75417
41.91943,-87.64959
41.91942,-87.64844
41.95516,-87.66732
41.89451,-87.61549
41.95491,-87.66755
41.95344,-87.66874
41.89393,-87.66711
41.89862,-87.62164
41.87137,-87.68506
41.96651,-87.65512
41.94231,-87.67952
41.95007,-87.74386
41.785,-87.60939
41.78415,-87.61066
41.78283,-87.60882
41.95991,-87.76986
41.88751,-87.61896
41.90985,-87.6377
41.79564,-87.59862
41.84885,-87.63121
41.92335,-87.69994
41.93841,-87.67031
41.9166,-87.63503
41.82994,-87.64503
41.89377,-87.65797
41.93444,-87.67293
41.92334,-87.70244
41.93269,-87.64008
41.91872,-87.71348
41.96694,-87.70583
41.90767,-87.67617
41.89917,-87.68592
41.8856,-87.61648
41.85539,-87.65067
41.93211,-87.65842
41.90416,-87.62944
41.94605,-87.64942
41.94543,-87.64868
41.94432,-87.64856
41.94605,-87.64831
41.94174,-87.66175
41.88145,-87.69596
41.93855,-87.64819
41.9261,-87.66701
41.88129,-87.6885
41.88161,-87.68672
41.92598,-87.66797
41.89774,-87.62077
41.91839,-87.68863
41.7818,-87.61091
41.92196,-87.64621
41.91313,-87.68721
41.85581,-87.6554
41.89069,-87.62316
41.80157,-87.59705
41.88622,-87.70059
41.8998,-87.62463
41.92981,-87.69851
41.95686,-87.71586
41.84787,-87.63258
41.87164,-87.66428
41.9189,-87.64421
41.94784,-87.68798
41.90057,-87.67362
41.86442,-87.62143
41.90957,-87.67848
41.97439,-87.65509
41.85595,-87.66127
41.82371,-87.6182
41.88777,-87.63402
41.8872,-87.7144
41.89369,-87.61549
41.93541,-87.69374
41.88761,-87.70264
41.77254,-87.5723
41.93042,-87.70372
41.88834,-87.63429
41.99131,-87.66687
41.91131,-87.68605
41.98642,-87.66189
41.94001,-87.75531
41.97394,-87.68709
41.91849,-87.64171
41.89477,-87.62753
41.97,-87.73339
41.87122,-87.66569
41.91498,-87.69912
41.95938,-87.7051
41.9659,-87.68128
41.86745,-87.63104
41.95392,-87.75014
41.95158,-87.65546
41.88756,-87.70229
41.90463,-87.66498
41.90853,-87.68948
41.90621,-87.67045
41.91987,-87.69886
41.96689,-87.70578
41.9735,-87.69647
41.91184,-87.69954
41.94042,-87.8304
41.9477,-87.6601
41.90965,-87.68295
41.7977,-87.60196
41.94434,-87.66925
41.99738,-87.69713
41.9401,-87.75674
41.90469,-87.63097
41.94411,-87.68078
41.99127,-87.66796
41.96629,-87.68438
41.81441,-87.6201
41.81449,-87.62124
41.93779,-87.65843
41.9269,-87.64907
41.88747,-87.63966
41.75422,-87.56306
41.94311,-87.65626
41.9294,-87.66269
41.89414,-87.65834
41.96778,-87.66511
41.8008,-87.59873
41.8999,-87.662
41.89975,-87.66142
41.80131,-87.59909
41.91363,-87.64204
41.8485,-87.63115
41.92951,-87.71237
41.97957,-87.69131
41.92667,-87.64466
41.88627,-87.61949
41.89339,-87.65813
41.87693,-87.64764
41.87057,-87.6528
41.94759,-87.65228
41.96224,-87.67193
41.90032,-87.6313
41.93918,-87.65839
41.89324,-87.65993
42.00329,-87.66365
41.9105,-87.67588
42.01081,-87.68633
41.93148,-87.64817
41.89134,-87.63154
41.92253,-87.65169
41.92007,-87.6996
41.9992,-87.67209
41.88968,-87.63421
41.92529,-87.71063
41.81485,-87.5978
41.85383,-87.69412
41.80065,-87.58488
41.89411,-87.63129
41.92127,-87.68648
41.8998,-87.67905
41.90104,-87.65754
41.92203,-87.64464
41.89943,-87.69436
41.80184,-87.59192
41.75435,-87.56177
41.86407,-87.62795
41.8992,-87.68599
41.91018,-87.66656
41.82197,-87.6119
41.9118,-87.67952
41.89747,-87.62183
41.88156,-87.64145
41.93878,-87.75535
41.9403,-87.72355
41.89916,-87.677
41.79965,-87.59686
41.8166,-87.59743
41.93582,-87.64095
41.84897,-87.67931
41.93139,-87.72236
41.96436,-87.68983
41.88614,-87.70354
41.76366,-87.59282
41.92169,-87.63849
41.89632,-87.69196
41.90017,-87.69663
41.89499,-87.63422
41.81506,-87.59795
41.89613,-87.6529
41.90592,-87.63064
41.88846,-87.63448
41.94932,-87.70292
41.98761,-87.66181
41.94539,-87.64854
41.91089,-87.67595
41.92076,-87.71505
41.81173,-87.61483
41.91542,-87.68807
41.94491,-87.6545
41.83771,-87.66099
41.95014,-87.647
41.98794,-87.65669
41.79088,-87.73739
41.93456,-87.64691
41.93499,-87.64673
41.92776,-87.66048
41.96192,-87.73576
41.89424,-87.62222
41.91193,-87.67681
41.93987,-87.68365
41.92549,-87.69816
41.91757,-87.65344
41.88805,-87.64477
41.93891,-87.64689
41.98397,-87.66197
41.92443,-87.69994
41.92699,-87.66514
41.91044,-87.63775
41.89427,-87.65089
41.88645,-87.70338
41.79771,-87.60163
41.8473,-87.61789
41.78414,-87.60496
41.8539,-87.6754
41.89343,-87.66776
41.90465,-87.63704
41.93905,-87.68125
41.85019,-87.63096
41.94544,-87.67919
41.9595,-87.68132
41.7917,-87.60556
41.98906,-87.66497
41.89561,-87.63473
41.93688,-87.68472
41.7929,-87.60363
41.92802,-87.64564
41.91165,-87.79507
41.95682,-87.65426
41.93054,-87.6568
41.95507,-87.65161
41.92115,-87.70991
41.89992,-87.63667
41.93899,-87.66523
41.93947,-87.72358
41.89973,-87.66152
41.97094,-87.71624
41.94322,-87.64367
41.90822,-87.67265
41.90482,-87.69073
41.92792,-87.71181
41.96502,-87.68109
41.99811,-87.68331
41.96185,-87.73994
41.90484,-87.67998
41.93026,-87.7062
41.94432,-87.65429
41.86061,-87.62267
41.92581,-87.7002
41.87779,-87.70513
41.9199,-87.6956
41.88215,-87.70878
41.85218,-87.70189
41.92525,-87.7206
41.76687,-87.6309
41.76691,-87.63035
41.84768,-87.68375
41.92262,-87.70989
41.91165,-87.67486
41.89196,-87.66337
41.99233,-87.6593
41.88426,-87.66136
41.88562,-87.65983
41.92007,-87.63578
41.80754,-87.62353
41.94458,-87.64835
41.88402,-87.69311
41.88561,-87.64995
41.88324,-87.70906
41.92041,-87.6376
41.91861,-87.68825
41.91828,-87.6882
41.91936,-87.68751
41.9359,-87.70715
41.93096,-87.65445
41.92598,-87.66694
41.88202,-87.71004
41.94228,-87.65257
41.96784,-87.66225
41.78976,-87.65351
41.91863,-87.6539
41.90526,-87.66783
41.80229,-87.60139
41.91244,-87.6972
41.92478,-87.70913
41.86416,-87.65041
41.79597,-87.61022
41.94056,-87.72326
41.98575,-87.6605
41.89535,-87.68124
41.95042,-87.65245
41.84063,-87.65819
41.91122,-87.64123
41.9015,-87.69494
41.92997,-87.65213
41.9177,-87.67214
41.99197,-87.65953
41.88451,-87.61133
41.95521,-87.68862
41.85594,-87.66879
41.82115,-87.61758
41.95639,-87.68819
41.89579,-87.66379
41.81574,-87.62043
41.95141,-87.76231
41.92309,-87.68304
41.9445,-87.72148
41.85845,-87.64203
41.97655,-87.68493
41.85768,-87.64089
41.80626,-87.62367
41.95528,-87.657
41.94357,-87.72549
41.80174,-87.6006
41.79529,-87.58997
41.7902,-87.59801
41.80129,-87.60049
41.923,-87.64152
41.94207,-87.65112
41.93572,-87.66883
41.83158,-87.65359
41.80242,-87.59786
41.90156,-87.69451
41.98207,-87.69681
41.94964,-87.66993
41.93136,-87.65985
42.02124,-87.66552
41.91257,-87.71951
41.92422,-87.65209
41.883,-87.67048
41.89099,-87.68188
41.92391,-87.65299
41.94147,-87.64676
41.80285,-87.60288
41.94658,-87.65267
41.80088,-87.59572
41.92365,-87.70193
41.92856,-87.64485
41.90882,-87.63829
41.93202,-87.64888
41.91689,-87.63953
41.86896,-87.63172
41.92999,-87.71243
42.00657,-87.67027
41.90917,-87.67771
41.9038,-87.70942
41.8743,-87.64171
41.87367,-87.65988
41.87373,-87.64751
41.89566,-87.66226
41.92494,-87.64154
41.87063,-87.68394
41.93487,-87.69517
41.81977,-87.61528
41.80328,-87.59192
41.88954,-87.6604
41.92412,-87.74151
41.90625,-87.66507
41.96851,-87.65608
41.85422,-87.6952
41.85818,-87.67783
41.89383,-87.65827
41.83627,-87.61956
41.99603,-87.66498
41.94555,-87.65156
41.90741,-87.69406
41.93643,-87.78891
41.97874,-87.66653
41.94568,-87.67664
41.83379,-87.62183
41.8336,-87.62182
41.76736,-87.63102
41.76711,-87.62927
41.76716,-87.62958
41.76817,-87.62915
41.92369,-87.65731
41.99422,-87.67209
41.98948,-87.66191
41.9906,-87.66062
41.89184,-87.65774
41.90737,-87.67646
41.91622,-87.7111
41.89857,-87.6699
41.90222,-87.69372
41.93438,-87.71622
41.80677,-87.61204
41.86183,-87.64696
41.94441,-87.65102
41.90642,-87.63454
41.96964,-87.6532
41.9015,-87.66299
41.93437,-87.73976
41.92871,-87.70862
41.89189,-87.67877
41.90519,-87.67982
41.91546,-87.67122
41.82052,-87.61826
41.99305,-87.6757
41.88823,-87.62448
41.7898,-87.65475
41.88636,-87.62516
41.91562,-87.70378
41.91031,-87.67526
41.89541,-87.67747
41.94746,-87.71617
41.96541,-87.75426
41.96483,-87.7529
41.96833,-87.65488
41.91169,-87.63957
41.8814,-87.68626
41.97612,-87.66994
41.91415,-87.69401
41.89332,-87.61672
41.89237,-87.64062
41.85686,-87.66156
41.85612,-87.663
41.89024,-87.66333
41.89182,-87.68618
41.94326,-87.6465
41.95878,-87.76936
41.88331,-87.62568
41.99577,-87.67156
41.89794,-87.66922
41.89556,-87.627
41.89232,-87.65767
41.90793,-87.62571
41.77438,-87.59205
41.93772,-87.68063
41.90024,-87.67459
41.76689,-87.56783
41.91957,-87.71262
41.92338,-87.64724
41.89513,-87.68232
41.8936,-87.68236
41.94716,-87.65889
41.8867,-87.71371
41.94302,-87.65687
41.95493,-87.71095
41.82262,-87.60412
41.80064,-87.60409
41.99527,-87.69699
41.89664,-87.66739
41.94348,-87.67203
41.88762,-87.62654
41.88716,-87.62531
41.89231,-87.67431
41.93176,-87.66811
41.88485,-87.66166
41.94661,-87.65334
41.83434,-87.65375
41.91519,-87.69399
41.85663,-87.65504
41.9077,-87.69251
41.90143,-87.67872
41.94983,-87.75003
41.90367,-87.71226
41.97882,-87.68926
41.87813,-87.64318
41.89512,-87.63025
41.94396,-87.75304
41.87811,-87.64261
41.90202,-87.67111
41.89359,-87.68621
41.81013,-87.5948
41.94488,-87.68465
41.99047,-87.66202
41.99057,-87.6724
41.83068,-87.61892
41.87853,-87.64265
41.80164,-87.60333
41.83076,-87.61885
41.82897,-87.61659
42.00104,-87.69588
41.94322,-87.68633
41.80424,-87.59619
41.95006,-87.67207
41.85375,-87.65536
41.9461,-87.65073
41.81324,-87.61206
41.80212,-87.59739
41.92084,-87.67819
41.90259,-87.68996
41.8037,-87.59549
41.92111,-87.68305
41.80397,-87.59657
41.85739,-87.65498
41.80286,-87.59476
41.92134,-87.68401
41.92247,-87.68302
41.9957,-87.79987
41.80109,-87.59723
41.97631,-87.68685
41.97633,-87.68711
41.98677,-87.66182
41.80437,-87.59611
41.89,-87.63133
41.94041,-87.65892
41.95003,-87.70999
41.91093,-87.63865
41.86596,-87.6267
41.96478,-87.6619
41.93413,-87.67762
41.87703,-87.66599
41.94695,-87.7073
41.90296,-87.63015
41.85297,-87.68363
41.98995,-87.67161
41.92625,-87.66617
41.92454,-87.66795
41.88397,-87.6601
41.93328,-87.70233
41.92173,-87.69566
41.90417,-87.68169
41.89798,-87.67878
41.89939,-87.63653
41.83258,-87.67673
41.92783,-87.64531
41.88195,-87.67865
41.94576,-87.67785
41.89687,-87.70136
41.89436,-87.6172
41.99618,-87.66992
41.96385,-87.73556
41.89855,-87.69531
41.92179,-87.64785
41.96215,-87.67933
41.8992,-87.66277
41.73813,-87.56415
41.81269,-87.61059
41.73964,-87.56397
41.73943,-87.56431
41.7396,-87.56409
41.73967,-87.5639
41.73976,-87.56511
41.73916,-87.56547
41.7303,-87.58789
41.90033,-87.66158
41.86878,-87.62718
41.85784,-87.67194
41.93422,-87.64998
41.75245,-87.57388
41.91973,-87.69599
41.9487,-87.65062
41.91515,-87.68791
41.95288,-87.65509
41.97488,-87.66819
41.96033,-87.6366
41.93331,-87.66132
41.90004,-87.7061
41.77629,-87.65347
41.9006,-87.68596
41.89493,-87.62983
41.90817,-87.63498
41.89513,-87.62809
41.9313,-87.68945
41.90999,-87.67476
41.88741,-87.64937
41.88957,-87.65659
41.89694,-87.67735
41.90627,-87.68093
41.98942,-87.66207
41.75954,-87.60354
41.88769,-87.62595
41.88798,-87.62485
41.96951,-87.69562
41.91078,-87.68635
41.83113,-87.62782
41.80967,-87.69841
41.82888,-87.62018
41.89073,-87.65729
41.89316,-87.64816
41.92255,-87.68427
41.99074,-87.66428
41.94356,-87.65042
41.79822,-87.59989
41.88613,-87.70891
41.91614,-87.63473
41.95006,-87.66405
41.90649,-87.68968
41.90701,-87.68935
41.86321,-87.62727
41.86437,-87.62599
41.92013,-87.65119
42.01219,-87.66929
41.90106,-87.67152
41.88624,-87.71098
41.94117,-87.66532
41.94659,-87.67406
41.88377,-87.6261
41.99366,-87.66117
41.92022,-87.65295
41.96776,-87.7098
41.94649,-87.65397
41.98321,-87.82047
41.89544,-87.67932
41.76508,-87.63262
41.94366,-87.65006
41.94344,-87.65625
41.94875,-87.66034
41.88272,-87.62468
41.92852,-87.71819
41.92255,-87.66557
41.91828,-87.6933
41.82483,-87.60417
41.94448,-87.66447
41.98538,-87.6702
41.94124,-87.65954
41.93436,-87.71232
41.89521,-87.67874
41.88816,-87.64114
41.89474,-87.65988
41.89695,-87.63258
41.89954,-87.66735
41.94958,-87.66469
41.93667,-87.65938
41.95692,-87.67079
41.86917,-87.63291
41.94465,-87.68397
41.90291,-87.66624
41.96538,-87.70073
41.89463,-87.65943
41.9388,-87.65367
41.90011,-87.63773
41.80302,-87.59653
41.95156,-87.65735
41.93457,-87.73141
41.76532,-87.6311
41.93899,-87.66435
41.79074,-87.59575
41.93603,-87.64279
42.00004,-87.66206
41.93574,-87.73037
41.94898,-87.67812
41.90014,-87.68489
41.92384,-87.64725
41.85681,-87.69275
41.94088,-87.64742
41.98861,-87.66871
41.91731,-87.6522
41.95112,-87.6702
41.89728,-87.6881
41.88069,-87.64118
41.87285,-87.66522
41.95025,-87.65782
41.89459,-87.66472
41.81442,-87.61125
41.77023,-87.57065
41.81809,-87.5996
41.89689,-87.7189
41.93839,-87.64711
41.86646,-87.62714
41.94316,-87.65164
41.97584,-87.67617
41.93651,-87.72409
41.89307,-87.61941
41.846,-87.63277
41.93046,-87.65241
41.93129,-87.65678
41.89686,-87.67671
41.93489,-87.73316
41.91899,-87.69204
41.94926,-87.6701
41.92092,-87.66547
41.93969,-87.68456
41.90505,-87.67656
41.91335,-87.67618
41.90583,-87.67803
41.92159,-87.69694
41.93721,-87.77854
41.89005,-87.61929
41.90999,-87.64262
41.75412,-87.73056
41.90129,-87.63669
41.89578,-87.69304
41.94682,-87.66673
41.91592,-87.65656
41.98902,-87.69127
41.86818,-87.62662
41.8682,-87.62726
41.94108,-87.65152
41.86873,-87.62739
41.86834,-87.62576
41.92001,-87.65364
41.86845,-87.62524
41.93889,-87.75538
41.94584,-87.66308
41.90704,-87.69003
42.02105,-87.673
41.89124,-87.62655
41.9893,-87.66224
41.87139,-87.65813
41.94932,-87.67501
41.80194,-87.72043
41.93595,-87.657
41.95697,-87.67728
41.8939,-87.62986
41.96047,-87.65641
41.90063,-87.66316
41.89879,-87.63144
41.84867,-87.63476
41.94368,-87.64587
41.95655,-87.75418
41.95907,-87.71066
41.95264,-87.66616
41.95964,-87.71271
41.9442,-87.66232
41.94408,-87.65216
41.94999,-87.658
41.92122,-87.71332
41.92713,-87.71787
41.89774,-87.69099
41.89831,-87.7019
41.9832,-87.67002
41.9523,-87.65562
41.89745,-87.66439
41.96736,-87.71939
41.95287,-87.65395
41.95187,-87.65159
41.99896,-87.68935
41.91539,-87.70241
41.92629,-87.63773
41.92705,-87.71256
41.92225,-87.68885
41.94418,-87.6561
41.87418,-87.6299
41.89584,-87.63862
41.98986,-87.74264
41.92131,-87.69839
41.92636,-87.71459
41.92912,-87.70694
41.91538,-87.6945
41.96993,-87.65634
41.84761,-87.63161
41.92413,-87.69913
41.94979,-87.65323
41.91754,-87.64043
41.87246,-87.63056
41.76535,-87.56776
41.91388,-87.65423
41.99156,-87.69316
41.93852,-87.71557
41.85746,-87.65402
41.95022,-87.67865
41.91145,-87.64904
41.95075,-87.65163
41.86528,-87.62446
41.93129,-87.6523
41.86884,-87.68682
41.95307,-87.65605
41.97498,-87.66563
41.97352,-87.66706
41.92245,-87.64601
41.92232,-87.64575
41.89843,-87.63818
41.88599,-87.6248
41.95601,-87.67985
41.89794,-87.63806
41.8998,-87.63823
41.89951,-87.63837
41.94597,-87.65476
41.98139,-87.6707
41.94239,-87.66705
41.92017,-87.64218
41.95019,-87.71645
41.89345,-87.62712
41.94193,-87.66597
41.89153,-87.6279
41.94803,-87.68418
41.90321,-87.63434
41.93771,-87.64263
41.98858,-87.67131
41.92481,-87.71358
41.85873,-87.66231
41.94267,-87.66142
41.94518,-87.66087
41.97192,-87.65089
41.89738,-87.6779
41.9683,-87.65659
41.94771,-87.64396
41.91321,-87.6905
41.88286,-87.67758
41.93377,-87.70431
41.96218,-87.65972
41.93588,-87.65128
41.94605,-87.66094
41.91183,-87.78889
41.84993,-87.63133
41.98902,-87.66404
41.96988,-87.65175
41.98995,-87.66368
41.89137,-87.62693
41.94361,-87.66224
42.01036,-87.67156
41.9448,-87.66038
41.91117,-87.69377
41.93085,-87.7123
42.02103,-87.66424
41.89776,-87.67933
42.02175,-87.66627
41.70089,-87.67344
41.83362,-87.61922
41.9882,-87.6609
41.98301,-87.71478
41.90334,-87.67393
41.9036,-87.70951
41.94598,-87.65011
41.94787,-87.65176
41.93492,-87.6611
41.90358,-87.67182
41.90282,-87.70923
41.91949,-87.64207
41.9107,-87.64121
41.98251,-87.81927
41.7837,-87.60623
41.78248,-87.60652
41.78279,-87.60621
41.78181,-87.59971
41.78027,-87.60353
41.92942,-87.71136
41.89634,-87.6629
41.88564,-87.6174
41.90959,-87.6863
41.85071,-87.70077
41.9691,-87.65482
41.86425,-87.6464
41.90227,-87.68081
41.87314,-87.71487
41.87332,-87.7137
41.87191,-87.71525
41.87358,-87.71321
41.87391,-87.71452
41.87343,-87.71461
41.87363,-87.71468
41.87378,-87.71446
41.89118,-87.62613
41.92718,-87.72145
41.89873,-87.70326
41.89332,-87.62807
41.89274,-87.62754
41.97437,-87.66395
41.93846,-87.71357
41.89164,-87.62773
41.89283,-87.6284
41.89793,-87.67081
41.89788,-87.66671
41.94817,-87.6762
41.91413,-87.63502
41.92872,-87.69738
41.92184,-87.63996
41.92205,-87.70488
41.90727,-87.6893
42.00166,-87.6653
41.9151,-87.70596
41.88914,-87.64597
41.97108,-87.77055
41.91008,-87.70387
41.89292,-87.61748
41.97783,-87.71556
41.88263,-87.62402
41.93312,-87.70809
41.90967,-87.67982
41.87085,-87.66244
41.92343,-87.71408
41.97231,-87.65081
41.97245,-87.65264
41.87404,-87.68853
41.9727,-87.84363
41.94274,-87.64141
41.90491,-87.69161
41.96792,-87.65644
41.90953,-87.69113
41.781,-87.59646
41.88413,-87.62669
41.91128,-87.70246
41.96019,-87.72927
41.92069,-87.71941
41.76476,-87.5737
41.91588,-87.70487
41.92214,-87.68826
41.90486,-87.68915
41.93168,-87.64549
41.85304,-87.71498
41.85374,-87.71424
41.84499,-87.62505
41.93442,-87.70554
41.98185,-87.66035
41.88709,-87.61586
41.98587,-87.66813
41.8119,-87.61286
41.93094,-87.71188
41.90472,-87.68962
41.90165,-87.6335
41.8573,-87.6956
41.91116,-87.67426
41.89298,-87.627
41.94019,-87.66275
41.94989,-87.65115
41.90424,-87.63435
41.9123,-87.70711
41.94597,-87.66303
41.97686,-87.76506
41.89132,-87.62804
41.89087,-87.62262
41.95061,-87.73584
41.90527,-87.6864
41.90411,-87.68554
41.85738,-87.69477
41.91119,-87.679
41.87127,-87.72007
41.89674,-87.69211
41.91042,-87.67682
41.89198,-87.62636
41.91515,-87.68899
41.9227,-87.6918
41.90856,-87.68043
41.8962,-87.67587
41.93384,-87.64503
41.89143,-87.62787
41.84698,-87.64794
41.93487,-87.7088
41.905,-87.6337
41.90205,-87.66505
41.89241,-87.66211
41.89211,-87.62263
41.85657,-87.69344
41.85653,-87.65558
41.87156,-87.63205
41.89315,-87.6186
41.93851,-87.66241
41.93654,-87.66161
41.9368,-87.66315
41.93873,-87.66141
41.93889,-87.66135
41.95661,-87.67801
41.89625,-87.73064
41.92446,-87.63883
41.88042,-87.64301
41.90577,-87.68287
41.87475,-87.69
41.90162,-87.67117
41.89016,-87.65811
41.89265,-87.62807
41.90835,-87.66808
41.81898,-87.61781
41.89743,-87.66307
41.88679,-87.6324
41.90993,-87.68895
41.82805,-87.67548
41.85168,-87.63915
41.97305,-87.77529
41.8344,-87.64412
41.90739,-87.62795
41.91617,-87.68931
41.83913,-87.65684
41.94018,-87.66434
41.97748,-87.65637
41.87748,-87.64244
41.91257,-87.63619
41.9701,-87.65158
41.91209,-87.70624
41.97645,-87.68997
41.92586,-87.69323
41.90994,-87.6752
42.01327,-87.80995
41.96354,-87.6919
41.90203,-87.63033
41.95376,-87.73744
41.90321,-87.69774
41.97652,-87.68875
41.88503,-87.62666
41.9681,-87.69026
41.95711,-87.65479
41.84474,-87.68333
41.95165,-87.64496
41.89269,-87.62194
41.89672,-87.68102
41.85818,-87.69484
41.92329,-87.64439
41.95719,-87.71734
41.99464,-87.66332
41.99462,-87.66425
41.93545,-87.67227
41.91188,-87.67812
41.90326,-87.62968
41.91016,-87.66808
41.91105,-87.66672
41.93387,-87.69323
41.89966,-87.63671
41.92048,-87.6929
41.95566,-87.7396
41.92465,-87.63957
41.89578,-87.6315
41.90594,-87.66374
41.94872,-87.65189
41.91423,-87.64692
41.90323,-87.69671
41.8734,-87.68623
41.90287,-87.66709
41.79267,-87.78522
41.89341,-87.62773
41.89866,-87.66693
41.79905,-87.60391
41.90931,-87.70244
41.85848,-87.65236
41.88999,-87.62192
41.89417,-87.68081
41.90994,-87.6723
41.94017,-87.66453
41.78466,-87.61407
41.90673,-87.63793
41.87325,-87.65854
41.89518,-87.6426
41.94875,-87.65093
41.96766,-87.65353
41.9185,-87.67696
42.00527,-87.66384
41.9875,-87.66825
41.89189,-87.62864
41.93495,-87.64247
41.95823,-87.64793
41.96033,-87.73506
41.90014,-87.67462
41.97598,-87.65934
41.9125,-87.68509
41.92078,-87.7454
41.97784,-87.69541
41.90488,-87.68089
41.89979,-87.67868
41.85886,-87.66022
41.90685,-87.69232
41.7977,-87.71643
41.89302,-87.61739
41.94977,-87.72005
41.96661,-87.75918
41.89397,-87.69382
41.8942,-87.67798
41.94114,-87.64966
41.91813,-87.70168
41.89335,-87.66068
41.89923,-87.69149
41.92114,-87.64995
41.88574,-87.67313
41.85588,-87.65484
41.95521,-87.71677
41.89661,-87.65723
41.93201,-87.66894
41.8546,-87.68078
41.88729,-87.61924
41.89697,-87.67655
41.90454,-87.63174
41.92088,-87.68968
41.84018,-87.65248
41.93858,-87.66492
41.83072,-87.62798
41.99078,-87.66118
41.93638,-87.66745
41.96364,-87.77897
41.88151,-87.6253
41.8915,-87.62615
41.90111,-87.63836
41.97353,-87.6531
41.90729,-87.70878
41.92131,-87.70987
41.92397,-87.65547
41.82186,-87.60482
41.83315,-87.65364
41.94168,-87.73022
41.83296,-87.65177
41.89255,-87.61911
41.89439,-87.68081
41.89934,-87.66648
41.93491,-87.69275
41.95258,-87.7245
41.90102,-87.63064
41.97537,-87.66279
41.83984,-87.65166
41.84015,-87.65197
41.96518,-87.65435
41.85153,-87.63854
41.91724,-87.69797
41.93626,-87.63913
41.90441,-87.62903
41.85109,-87.68242
41.92091,-87.64065
41.83327,-87.65196
41.96761,-87.66309
41.9935,-87.70078
41.86898,-87.62815
41.89935,-87.66678
41.89976,-87.66504
41.99229,-87.69376
41.81601,-87.69149
41.88762,-87.61844
41.94837,-87.64942
41.84421,-87.62644
41.88741,-87.61747
41.89529,-87.66173
41.91871,-87.68976
41.90702,-87.63372
41.96597,-87.68291
41.7998,-87.60377
41.95041,-87.65119
41.90772,-87.66744
41.77769,-87.71804
41.93724,-87.67302
41.908,-87.67129
41.96516,-87.67066
41.77926,-87.78197
41.89526,-87.69556
41.85487,-87.65461
41.89763,-87.635
41.94696,-87.65329
41.87963,-87.64783
41.80219,-87.59945
41.80182,-87.601
41.89456,-87.66155
41.91552,-87.71586
41.96082,-87.76902
41.88699,-87.63052
42.00269,-87.65827
41.9266,-87.71875
41.9518,-87.68276
41.94008,-87.64685
41.9701,-87.66019
41.94008,-87.64829
41.93366,-87.66324
41.84212,-87.66339
41.94982,-87.6587
41.89845,-87.6894
